property_id,purpose,type,added_on,furnishing,currency,price,location,bed,bath,size,permit_number,agent_name,image_url,breadcrumb,amenities,description
Bayut - NAT-BR-2-RV,For Rent,Apartment,9 May 2024,Unfurnished,AED,"115,000","Sobha Creek Vistas Reserve Tower A, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",2 Beds,2 Baths,937 sqft,71279476908,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/696763337-800x600.jpeg,Apartment for rent in Dubai Apartments>Sobha Hartland>Sobha Creek Vistas Reserve>Sobha Creek Vistas Reserve Tower A>Bayut - NAT-BR-2-RV,"Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Total Floors,: 33,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 10,Service Elevators,Reception/Waiting Room,Total Floors,: 33,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge","Shark Real Estate is offering you a 2-Bed Apartment with a breath-taking Burj Khalifa View in Sobha Creek Vistas Reserve.  Property Details, Unfurnished 2 Bedroom 2 Bathrooms Burj Khalifa view Downtown view Balcony Fitted Kitchen Built-in Wardrobes BBQ Area Pool deck Community Club Dubai Water Canal Dubai Creek views Accessibility: 2 Minutes to International School 8 Minutes to Burj Khalifa 8 Minutes to Dubai Mall 5 Minutes to Meydan Racecourse 5 Minutes to Ras Al Khor Wildlife Sanctuary 5 Minutes to Country Club 10 Minutes to Dubai Opera"
Bayut - TAN-2RB-RVE,For Rent,Apartment,8 May 2024,Furnished,AED,"128,000","Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",2 Beds,2 Baths,879 sqft,71279454802,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/691053670-800x600.jpeg,Apartment for rent in Dubai Apartments>Sobha Hartland>Sobha Creek Vistas Reserve>Bayut - TAN-2RB-RVE,"Furnished,Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Furnished,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 10,Service Elevators,Reception/Waiting Room,Total Floors,: 33,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge",SHARK REAL ESTATE is present to you this LUXURIOUS TWO BEDROOM FULLY FURNISHED W/ BALCONY AND AMAZING VIEW Property highlights: - 2 Bedroom - 2 Bathroom - Area 878.98 Sq ft - Luxurious and Modern - Built-in Wardrobes - Fully Fitted Kitchen - Balcony - 1 Covered parking Amenities: - Barbeque area - Daycare center - Kids play area - Jacuzzi - Steam and sauna room - Swimming pool - 24 Hours concierge - Electricity backup - Maintenance staff - Pets allowed
Bayut - hamid-uptown,For Rent,Apartment,9 May 2024,Unfurnished,AED,"150,000","SO/ Uptown Dubai, Uptown Dubai, Jumeirah Lake Towers (JLT), Dubai",1 Bed,2 Baths,"1,080 sqft",71544864088,Hamid Ali,https://images.bayut.com/thumbnails/691239494-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Lake Towers (JLT)>Uptown Dubai>SO/ Uptown Dubai>Bayut - hamid-uptown,"Parking Spaces,: 1,Swimming Pool,Jacuzzi,Sauna,Parking Spaces,: 1,Centrally Air-Conditioned,Double Glazed Windows,Lobby in Building,Service Elevators,Reception/Waiting Room,Gym or Health Club,Swimming Pool,Jacuzzi,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Security Staff,CCTV Security,Laundry Room,Satellite/Cable TV,Intercom,Freehold","Hampton Homes Real Estate is proud to offer a spacious/biggest layout1BR Apartment in SO/Uptown Residences, JLT, Dubai.  Apartment: • 1 Bedroom / 2 Bathroom - Fully Fitted Kitchen with Appliances - High Floor with spectacular views - Floor-to-Ceiling Windows - Residents' Lounge - Private Cinema - Fully Equipped Gym - Kids Club - Indoor/Outdoor Swimming pool & Spa  - Parking Uptown Dubai Residences is a Master of Art Development by DMCC that offers luxury design apartments. Experience the sophistication of 81-storey marvellous designs inspired by French elegance and contemporary taste. An exceptional lifestyle beyond your expectation loaded with state-of-the-art amenities and refined brilliance of nature.  Offering you a life worthy of celebration through its hotels and resort kind facilities, exceptional amenities, and concierge services, top notch spots and restaurant, fitness and wellness centres, amazing green parks and hubs, social areas and meeting rooms, etc. and many such extraordinary experiences at your hand."
Bayut - RL8407,For Rent,Apartment,10 May 2024,Unfurnished,AED,"85,000","Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",1 Bed,1 Bath,645 sqft,7179025035,Adam Gunn,https://images.bayut.com/thumbnails/726591948-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Hills Estate>Park Heights>Park Heights 1>Bayut - RL8407,"Balcony or Terrace,Swimming Pool,Centrally Air-Conditioned,Gym or Health Club,Centrally Air-Conditioned,Balcony or Terrace,Gym or Health Club,Swimming Pool,Kids Play Area","Engel & Völkers is proud to present this one bedroom apartment in Park Heights 1, located in the desired community of Dubai Hills Estate.  This one bedroom unfurnished apartment is available immediately, ready for tenants to move in.  -Available Immediately -One Bedroom -One Bathroom -Unfurnished -Chiller Free -645 sqft -Balcony -Communal Pool & Gym -Parking Space -24/7 Security This unique development built within one of Emaar's master communities this apartment has access to world-class amenities including a communal pool, fully equipped gym & much more. Within the community Dubai Hills Park, Dubai Hills Mall and the boulevard which will meet your everyday need or desire To arrange your viewing contact Adam our area specialist today Engel & Völkers Address: Golden Mile 1, Building 2, Mezzanine Level, Office 21 Palm Jumeirah - Dubai Office phone no:  View Contact Detail Website:www. engelvoelkers. com/en-ae/dubai/"
Bayut - 2417-Ap-R-0019,For Rent,Apartment,12 May 2024,,AED,"78,999","Noor Apartment 1, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",2 Beds,2 Baths,"1,236 sqft",7179015447,Shadaab Ahmed Shabbir Patel,https://images.bayut.com/thumbnails/721496048-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Triangle (JVT)>JVT District 2>Noor Apartment 1>Bayut - 2417-Ap-R-0019,"Balcony or Terrace,Centrally Air-Conditioned,Central Heating,Reception/Waiting Room,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Reception/Waiting Room,Gym or Health Club,Kids Play Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,ATM Facility","DIRECT FROM OWNER NO COMMISSION Bulk units available for rent at the best price • Vacant and ready to move in • 24 Hours Security Guards and CCTV Cameras in the whole building • Minimart within the building • Communal gardens • One Parking space per unit • Shared Gym & Children\'s Play Area with equipment • Built-in wardrobes • Centralized A/C Noor Apartment 1 is located in District 2 of the Jumeirah Village Triangle. This low-rise residential building comprises Studios, 1 Bedroom, and 2 Bedroom apartments and is also close to the park. JVT is a master development by Nakheel and is a freehold community located between Emirates Road and Al Khail Road in Dubai. It is 30 minutes from the Dubai International Airport and 15 minutes from the beach or Marina area.  You can go and check in the building and the security guard will show you the Apartment, Security guard Shariq:  View Contact Detail CONTACT DETAILS: View Contact Detail MR SHADAAB AHMED SHABBIR PATEL View Contact Detail EMAIL:OSCARREALEST AT GMAIL DOT COM"
Bayut - 6531-Ev7HZd,For Rent,Apartment,16 May 2024,Unfurnished,AED,"32,000","Ayal Nasir, Deira, Dubai",Studio,1 Bath,300 sqft,722082307846,Abdul Razik,https://images.bayut.com/thumbnails/699842089-800x600.jpeg,Apartment for rent in Dubai Apartments>Deira>Ayal Nasir>Bayut - 6531-Ev7HZd,"Centrally Air-Conditioned,Central Heating,Elevators in Building,: 1,Reception/Waiting Room,Centrally Air-Conditioned,Central Heating,Elevators in Building,: 1,Reception/Waiting Room,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Satellite/Cable TV,Intercom","SBK Real Estate is pleased to introduce a Studio near Nr Old Gold Souq.  Unit Details: ✦ Studio  ✦ Pantry Kitchen ✦ Centralized AC ✦ Centralized Gas ✦ CCTV .  ✦ Elevator We SBK Real Estate are a 25 years old establishment operating in UAE and India. Our founders, apart from Real Estate, also successfully run businesses across a diverse portfolio including hospitality, tourism, pharmaceuticals, engineering, technical services, and general trading.  At SBK Real Estate, our sole focus is on Real Estate and Facility management. Like many businesses, we started small and through sheer hard work, sponsors support and tenants' word of mouth, we are proud to share with all humility, that we are one of the top property managers of Dubai and Sharjah and are continuing to grow at a steady pace.  We currently manage more than 12000 keys across UAE. We specialize in managing entire buildings, Residential - Apartments & Villa compounds, Commercial - Hotels & shopping malls and also multi-utility properties"
Bayut - 7737-NadAlSHEBA3,For Rent,Villa,1 June 2024,Unfurnished,AED,"350,000","Nad Al Sheba 3, Nad Al Sheba, Dubai",6 Beds,8 Baths,"15,070 sqft",702031502658,,https://images.bayut.com/thumbnails/717627367-800x600.jpeg,Villa for rent in Dubai Villas>Nad Al Sheba>Nad Al Sheba 3>Bayut - 7737-NadAlSHEBA3,"Balcony or Terrace,Parking Spaces,: 4,Maids Room,Total Floors,: 3,Parking Spaces,: 4,Centrally Air-Conditioned,Double Glazed Windows,Storage Areas,Study Room,Balcony or Terrace,Total Floors,: 3,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Laundry Room,Broadband Internet,Satellite/Cable TV,Maids Room,Nearby Shopping Malls","Patriot Real Estate Presents this Exclusive & Amazing New 6 bedroom Corner Villa for rent in Nad Al Shiba  Property Specifications:- Plot Size: 15000 sq ft Buildup. : 7000 sq ft Corner Villa 6 Bedroom All en-suite  Separate wardrobe area with Master bedroom  8 Bath Majlis living Area  Dining area Equipped Kitchen Automatic Garage Door  Covered Parking Balcony or Terrace Central Air-Con Laundry Room Maids Room Built in Wardrobes Hi i am, Your Area Specialist, i would love to assist you with your query to find your best home kindly contact me for further details.   Company name: Patriot Real Estate  RERA ORN: 17286  Address: Office, Damac Executive Heights, Barsha Heights, Dubai  Company Profile:  We handle commercial, residential, and investment property in and around Dubai, with an emphasis on the City Fringe and Tech City markets. We are doing what is best for our clients and making sure the vast range of advice we offer enhances their future prosperity. Our team is extremely and proudly approachable. Wherever it is you want to live or work, we welcome the chance to talk to you."
Bayut - 2BR-TAN-UNF,For Rent,Apartment,20 May 2024,Unfurnished,AED,"118,000","Sobha Creek Vistas Reserve Tower B, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",2 Beds,2 Baths,929 sqft,71279518692,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/703124949-800x600.jpeg,Apartment for rent in Dubai Apartments>Sobha Hartland>Sobha Creek Vistas Reserve>Sobha Creek Vistas Reserve Tower B>Bayut - 2BR-TAN-UNF,"Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Floor,: 30,Parking Spaces,: 1,Centrally Air-Conditioned,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 10,Service Elevators,Reception/Waiting Room,Total Floors,: 33,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge,Floor,: 30,View,Freehold","Shark Real Estate is offering you a 2-Bed Apartment with a breath-taking Burj Khalifa View in Sobha Creek Vistas Reserve.  Property Details, Unfurnished 2 Bedroom 2 Bathrooms Burj Khalifa view Downtown view Balcony Fitted Kitchen Built-in Wardrobes BBQ Area Pool deck Community Club Dubai Water Canal Dubai Creek views Accessibility: 2 Minutes to International School 8 Minutes to Burj Khalifa 8 Minutes to Dubai Mall 5 Minutes to Meydan Racecourse 5 Minutes to Ras Al Khor Wildlife Sanctuary 5 Minutes to Country Club 10 Minutes to Dubai Opera"
Bayut - ABDU--JHD65HH-DF,For Rent,Apartment,31 May 2024,Furnished,AED,"75,000","Sobha Creek Vistas Reserve Tower A, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",1 Bed,1 Bath,488 sqft,71279517837,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/727162220-800x600.jpeg,Apartment for rent in Dubai Apartments>Sobha Hartland>Sobha Creek Vistas Reserve>Sobha Creek Vistas Reserve Tower A>Bayut - ABDU--JHD65HH-DF,"Furnished,Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Furnished,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 13,Service Elevators,Reception/Waiting Room,Total Floors,: 33,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge,Nearby Shopping Malls","SHARK REAL ESTATE is delightful to present you Sobha Creek Vistas Reserve tower, Dubai's standard of fine living. Discover luxurious urban living in this beautiful 1-bedroom apartment located in Creek Vistas Reserve, Dubai. You can enjoy Burj Khalifa view.  Key Features: - Spacious 1 Bedroom Room - with Scenic Burj Khalifa View - Green Surroundings with Nearby Parks - Sparkling Swimming Pool - Kid's Play Area - State-of-the-Art Gym - Pet-Friendly Community - 24/7 Security and Concierge - Covered Parking - Proximity to North London School and Hartland International School - Diverse Restaurants and Convenient Grocery Options - Beauty Salons for Your Convenience ¶ Property Features: * Built In Wardrobes* Kitchen Appliances* Balcony* High floor* Brand new* Furnished* Air Conditioning* Shared Gym* Shared Pool."
Bayut - HUS-HJEB54GDT-D,For Rent,Apartment,31 May 2024,Furnished,AED,"75,000","Sobha Creek Vistas Reserve Tower B, Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",1 Bed,1 Bath,488 sqft,71279522601,Sahabzada Zabee Ullah,https://images.bayut.com/thumbnails/715232430-800x600.jpeg,Apartment for rent in Dubai Apartments>Sobha Hartland>Sobha Creek Vistas Reserve>Sobha Creek Vistas Reserve Tower B>Bayut - HUS-HJEB54GDT-D,"Furnished,Balcony or Terrace,Parking Spaces,: 1,Swimming Pool,Furnished,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Balcony or Terrace,Lobby in Building,Elevators in Building,: 13,Service Elevators,Reception/Waiting Room,Total Floors,: 33,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Sauna,Steam Room,Kids Play Area,Lawn or Garden,Barbeque Area,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Broadband Internet,Satellite/Cable TV,Intercom,ATM Facility,24 Hours Concierge,Nearby Shopping Malls","Shark Real Estate is Presenting this furnished one-bedroom apartment Sobha Creek Vistas Reserve. it showcases a generous layout complemented by a spacious place. Fully furnished and ready to move, this residence offers comfort and convenience.  Property details: - Fully Furnished - One-bedroom - One bathroom - Total size: 488.47sq. ft - Fully Fitted kitchen - One allocated covered parking - Vacant apartment Features and amenities: - Swimming pool - Gymnasium - Sauna and Steam room - Kids Play area - lobby - High-speed elevator - 24/7 security and CCTV  - Covered parking Downtown 10 min Ras al khor 7 min Meydan Race Course 5 min Al Khail Road 3 min Sheikh Zayad Road 7 min Air Port 15 min"
Bayut - B-Feb-Twenty-Two-AR-35046,For Rent,Apartment,1 July 2024,Unfurnished,AED,"130,000","Sarai Apartments, Palm Jumeirah, Dubai",1 Bed,2 Baths,"1,026 sqft",71260693271,Abdelkarim Ghaizi,https://images.bayut.com/thumbnails/617373419-800x600.jpeg,Apartment for rent in Dubai Apartments>Palm Jumeirah>Sarai Apartments>Bayut - B-Feb-Twenty-Two-AR-35046,Balcony or Terrace,"Ghaizi Karim from fam Properties is delighted to offer you a hotel-style luxury residential living next to Royal Atlantis Hotel.  Sarai Apartment is a luxury project located on the Crescent of Palm Jumeriah.  Enjoy a brand new one bedroom apartment at over 1,026 SQFT with amazing swimming pool, gym, and beach access. Look no further.  Enjoy holiday feeling everyday * One large Apartments Multiple Options Available * One very large bedroom apartment with sea view  * Beach access & very large pool  * Right next door to the Palm Sofitel Hotel.  * Royal atlantis view  * Ready to move in * 1,026. . sqft  * Pool / Gym / Beach access * tow bathrooms * Allocated parking space * Unfurnished * Multiple Cheques  * Super market on the lobby Sarai Apartments is a new 5 star project with direct beach access located on the crescent just after Atlantis and Sofitel Hotel which gives easy access for residents to enter & exit the Palm Jumeirah. Palm Jumeirah is a manmade residential island community built in the shape of a palm tree; its fronds cater to exclusive villas with private beaches, while its trunk houses apartment towers, low-rise buildings, and hotel apartments generally attracting families to the villas and singles or couples to the apartments ¶ Property Features:  ✅ Built In Wardrobes ✅ Balcony ✅ Waterfront View ✅ Landmark view ♣ fam Properties   Contact Us -  View Contact Detail    Toll free: 800fam View Contact Detail    Email:  Send e-mail  Visit our website: famproperties. com   Office Registration no: 1858   RERA Broker ID: 8976   Permit No: View Contact Detail"
Bayut - 6531-GwoNpf,For Rent,Apartment,17 May 2024,Unfurnished,AED,"32,000","Moaza Al Jaziri Hotel Apartments, Ayal Nasir, Deira, Dubai",Studio,1 Bath,300 sqft,722082308346,Abdul Razik,https://images.bayut.com/thumbnails/699834906-800x600.jpeg,Apartment for rent in Dubai Apartments>Deira>Ayal Nasir>Moaza Al Jaziri Hotel Apartments>Bayut - 6531-GwoNpf,"Balcony or Terrace,Centrally Air-Conditioned,Central Heating,Elevators in Building,: 1,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Elevators in Building,: 1,Reception/Waiting Room,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Satellite/Cable TV,Intercom","SBK Real Estate is pleased to introduce a Studio near Sabkha Bus station.  Unit Details: ✦ Studio  ✦ Balcony ✦ Pantry Kitchen ✦ Centralized AC ✦ CCTV .  ✦ Elevator Location : https://maps. app. goo. gl/69f63LcFAiyXpaGh7 We SBK Real Estate are a 25 years old establishment operating in UAE and India. Our founders, apart from Real Estate, also successfully run businesses across a diverse portfolio including hospitality, tourism, pharmaceuticals, engineering, technical services, and general trading.  At SBK Real Estate, our sole focus is on Real Estate and Facility management. Like many businesses, we started small and through sheer hard work, sponsors support and tenants' word of mouth, we are proud to share with all humility, that we are one of the top property managers of Dubai and Sharjah and are continuing to grow at a steady pace.  We currently manage more than 12000 keys across UAE. We specialize in managing entire buildings, Residential - Apartments & Villa compounds, Commercial - Hotels & shopping malls and also multi-utility properties"
Bayut - 6531-KmHP5t,For Rent,Apartment,3 June 2024,Unfurnished,AED,"32,000","Moaza Al Jaziri Hotel Apartments, Ayal Nasir, Deira, Dubai",Studio,1 Bath,300 sqft,722082308346,Abdul Razik,https://images.bayut.com/thumbnails/717151178-800x600.jpeg,Apartment for rent in Dubai Apartments>Deira>Ayal Nasir>Moaza Al Jaziri Hotel Apartments>Bayut - 6531-KmHP5t,"Floor,: 5,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Lobby in Building,Elevators in Building,: 1,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Satellite/Cable TV,Intercom,Floor,: 5","SBK Real Estate is pleased to introduce a Studio near Sabkha Bus station.  Unit Details: ✦ Studio  ✦ Pantry Kitchen ✦ Centralized AC ✦ Modern Fitted Kitchen and Washroom ✦ CCTV .  ✦ Elevator Location : https://maps. app. goo. gl/Ns7qwwgXjWbz9ofF6 We SBK Real Estate are a 25 years old establishment operating in UAE and India. Our founders, apart from Real Estate, also successfully run businesses across a diverse portfolio including hospitality, tourism, pharmaceuticals, engineering, technical services, and general trading.  At SBK Real Estate, our sole focus is on Real Estate and Facility management. Like many businesses, we started small and through sheer hard work, sponsors support and tenants' word of mouth, we are proud to share with all humility, that we are one of the top property managers of Dubai and Sharjah and are continuing to grow at a steady pace.  We currently manage more than 12000 keys across UAE. We specialize in managing entire buildings, Residential - Apartments & Villa compounds, Commercial - Hotels & shopping malls and also multi-utility properties"
Bayut - DLAND-NH-MAPLE2-4BR-RJ,For Rent,Townhouse,6 June 2024,Unfurnished,AED,"280,000","Maple 2, Maple, Dubai Hills Estate, Dubai",4 Beds,4 Baths,"2,366 sqft",6928564489,Naveed Hussain,https://images.bayut.com/thumbnails/720898500-800x600.jpeg,Townhouse for rent in Dubai Townhouses>Dubai Hills Estate>Maple>Maple 2>Bayut - DLAND-NH-MAPLE2-4BR-RJ,"Balcony or Terrace,Shared Kitchen,Parking Spaces,: 2,Maids Room,Parking Spaces,: 2,Centrally Air-Conditioned,Central Heating,Balcony or Terrace,Lawn or Garden,Barbeque Area,Shared Kitchen,Maids Room","Azco Real Estate is pleased to offer this majestic 4-bedroom townhouse in Maple 2, Dubai Hills Estate. This property is spread over 2366 sqft and has a modern outstanding finishing.  PROPERTY DETAILS: -4 Bedroom -Maid Room -4 Bathroom -Single Row -Landscape -Vacant -Premium and high-end finishing -Private parking spaces -Swimming pool -Kids’ play area -1,450,000 sq. m of parks and open space -Basketball and table tennis courts -18-hole championship golf course -Nearby cafes, restaurants and mosque Set amidst a verdant landscape, Maple townhouses in Dubai Hills Estate have been planned along with a network of green corridors that connect the districts and provide shaded pathways, cycling and jogging tracks, exercise courses, as well as community playgrounds, offering the perfect environment for family life. The lush landscaping also promotes healthier communities and social interaction, while offering easy access to all of the neighbourhood’s amenities.  Buyers, sellers, and tenants can reach us anytime. Thank you for choosing Azco Real Estate!"
Bayut - RL35574,For Rent,Apartment,4 June 2024,Unfurnished,AED,"110,000","Bay Central East, Bay Central, Dubai Marina, Dubai",1 Bed,2 Baths,708 sqft,7155347800,Dragana Crepajac,https://images.bayut.com/thumbnails/718806742-800x600.jpeg,Apartment for rent in Dubai Apartments>Dubai Marina>Bay Central>Bay Central East>Bayut - RL35574,"Balcony or Terrace,Parking Spaces,Jacuzzi,Sauna,Parking Spaces,Centrally Air-Conditioned,Balcony or Terrace,Gym or Health Club,Jacuzzi,Sauna,Kids Play Area","Hamptons International is proud to present to you this modern, cozy, tastefully furnished apartment in Dubai Marina for rent. Located on a high floor, this apartment offers you a breath-taking view of the Marina.  Property features: - 1 bedroom - 2 Bathrooms - Balcony - Marina View - Fully Furnished - Well-equipped kitchen Amenities: -Shared Gym with Sauna Facilities -Shared pool -24-hour front desk/security/CCTV surveillance -Children's play area -1 parking space Call Dragana Crepajac on  View Contact Detail  or email at  Send e-mail  for further details.  Situated in the heart of Dubai Marina, Bay Central is surrounded by an array of dining options, bars, hotels, yacht and beach clubs. The neighborhood boasts popular destinations such as the Dubai Marina Mall, Dubai Marina Walk and is walking distance from JBR beach. Proximity to Dubai Tram and Dubai Metro ensures seamless connectivity to and from Sheikh Zayed Road. Elevated living in this district is epitomized by its luxurious high-rise residences, offering unparalleled waterfront views and an extravagant lifestyle.  Bay Central features an impressive range of amenities, including a pool overlooking the Marina, fitness center, relaxing spa facilities including steam rooms and saunas, dedicated around the clock security, and secure underground parking. With direct access to the bay, residents can indulge in waterway exploration, while nearby attractions such as pristine beaches and waterfront promenades offer endless outdoor adventures.  Hamptons UAE Emaar Business Park, Building 3 www. hamptons. ae"
Bayut - FM/ MAPLE-2BHK/ R,For Rent,Apartment,2 April 2024,Furnished,AED,"100,000","Emirates Gardens 2, JVC District 14, Jumeirah Village Circle (JVC), Dubai",2 Beds,3 Baths,"1,620 sqft",7131719100,Fahad Munir,https://images.bayut.com/thumbnails/661022395-800x600.jpeg,Apartment for rent in Dubai Apartments>Jumeirah Village Circle (JVC)>JVC District 14>Emirates Gardens 2>Bayut - FM/ MAPLE-2BHK/ R,"Furnished,Balcony or Terrace,Shared Kitchen,Parking Spaces,: 1,Furnished,Electricity Backup,Parking Spaces,: 1,Centrally Air-Conditioned,Central Heating,Double Glazed Windows,Storage Areas,Balcony or Terrace,Lobby in Building,Service Elevators,Reception/Waiting Room,Flooring,First Aid Medical Center,Gym or Health Club,Facilities for Disabled,Swimming Pool,Jacuzzi,Sauna,Steam Room,Day Care Center,Kids Play Area,Lawn or Garden,Barbeque Area,Cafeteria or Canteen,Waste Disposal,Maintenance Staff,Cleaning Services,Security Staff,CCTV Security,Shared Kitchen,Laundry Facility,Satellite/Cable TV,Freehold",Frist Come First Reserved !!! Sapient properties is pleasured to offering you Exclusive - Spacious Two Bedroom Apartment with Decent Size Balcony its One of the Best Building in Jumeriah Village Circle.  ***Property Feathers;   Two Bedroom Apartment   Bedrooms Ensuite  Decent Size Balcony   Spacious Kitchen   Guest Toilet with Hall   Allocated Car Parking   Apartment as above Pictures ***  Apartment is Vacant and Ready to Move in *** --- Building Amenities;  Gymnasium  Swimming Pool   Steam n Suana  Kids Play Area  BBQ Area on Top Roof  24/7 Security w/CCTV  Car Parking in Basement For Further Details or Viewing; Please Call/ Whatsapp Mobile  View Contact Detail BRN 66562 ORN 25545 www. sapienthomes. ae Thank you for choosing Sapient Homes Properties !!!
